PID,PPID,COMM,UID,GID,Local IP,Remote IP,Port,Protocol,File Path,CPU Usage,Memory Usage,Disk IO,Network Activity,Label,,
1435,491,explorer.exe,1001,1001,192.168.1.217,162.194.79.35,4444,UDP,/usr/bin/explorer.exe,6.258215043,171,72,5,0,,
1436,236,explorer.exe,1000,1000,192.168.1.4,254.177.143.147,443,TCP,/var/lib/explorer.exe,3.817982158,491,20,6,0,,
1437,302,mysqld,1001,1001,192.168.1.245,154.65.42.201,80,UDP,/sbin/mysqld,9.944458093,395,11,11,0,,
1438,385,driver64.exe,1001,1001,192.168.1.128,28.144.186.227,4444,UDP,/home/user/.config/driver64.exe,3.12002004,143,38,3,1,,
1439,183,explorer.exe,33,33,192.168.1.195,6.102.215.3,4444,UDP,C:\Windows\System32\Drivers\explorer.exe,7.292128573,98,71,36,0,,
1440,984,java,1001,1001,192.168.1.244,33.84.139.57,3389,UDP,/bin/java,6.811209441,266,99,40,0,,
1441,1010,systemd,1001,1001,192.168.1.79,213.136.186.64,22,UDP,/usr/bin/systemd,7.002627174,231,28,17,0,,
1442,422,mysqld,1000,1000,192.168.1.187,171.160.127.254,53,TCP,C:\Program Files\mysqld,2.160546537,330,29,6,0,,
1443,344,systemd,1000,1000,192.168.1.34,2.204.227.52,3389,UDP,/var/lib/systemd,5.029743486,128,81,49,0,,
1444,317,svch0st.exe,0,0,192.168.1.222,147.160.80.206,80,TCP,C:\Windows\System32\svch0st.exe,99.84438613,829,1565,361,1,,
1445,750,svchost.exe,1000,1000,192.168.1.20,81.225.230.188,53,UDP,/sbin/svchost.exe,5.722446903,72,14,33,0,,
1446,150,taskmgr32.exe,1000,1000,192.168.1.135,255.210.219.111,80,TCP,/usr/lib/taskmgr32.exe,56.82576089,1719,1600,135,1,,
1447,921,python,0,0,192.168.1.90,210.32.161.106,443,TCP,C:\Program Files (x86)\python,8.840726188,76,23,12,0,,
1448,1347,node,1001,1001,192.168.1.224,250.84.144.66,80,TCP,/sbin/node,3.405631082,125,44,14,0,,
1449,1100,bash,33,33,192.168.1.240,188.100.235.153,53,TCP,/bin/bash,6.452557854,425,28,32,0,,
1450,964,svchost.exe,1001,1001,192.168.1.154,169.94.11.117,80,TCP,C:\Program Files\svchost.exe,4.849642305,100,33,33,0,,
1451,1077,mysqld,0,0,192.168.1.60,138.230.208.111,22,TCP,C:\Program Files\mysqld,1.702468814,190,66,41,0,,
1452,310,explorer.exe,1000,1000,192.168.1.255,65.142.83.187,3389,TCP,C:\Windows\System32\Drivers\explorer.exe,1.574015006,391,53,14,0,,
1453,457,expl0rer.exe,33,33,192.168.1.55,54.247.32.201,53,TCP,/home/user/.config/expl0rer.exe,76.76702604,1773,3592,207,1,,
1454,745,winupd.exe,1000,1000,192.168.1.180,195.1.185.125,443,UDP,C:\Users\Public\winupd.exe,88.6761773,872,4747,312,1,,
1455,809,chrome,0,0,192.168.1.74,22.169.241.235,22,TCP,/var/lib/chrome,7.231549646,443,19,41,0,,
1456,688,python,33,33,192.168.1.199,138.97.110.94,53,UDP,/opt/bin/python,7.674207845,486,40,14,0,,
1457,402,systemd,33,33,192.168.1.31,49.143.252.75,80,UDP,/opt/bin/systemd,8.11303132,60,71,22,0,,
1458,291,firefox,1000,1000,192.168.1.49,80.65.213.44,3389,UDP,C:\Program Files\firefox,8.295270449,367,56,21,0,,
1459,654,firefox,33,33,192.168.1.127,25.203.164.77,22,UDP,/bin/firefox,4.869075454,365,42,31,0,,
1460,633,java,1001,1001,192.168.1.189,7.190.60.54,4444,TCP,/bin/java,5.758252835,296,14,7,0,,
1461,888,chrome,33,33,192.168.1.134,99.109.202.100,3389,UDP,/usr/sbin/chrome,5.776904169,107,53,32,0,,
1462,278,mysqld,1000,1000,192.168.1.9,214.48.22.188,8080,TCP,C:\Windows\System32\Drivers\mysqld,8.249524965,252,94,41,0,,
1463,28,sysdiag.exe,33,33,192.168.1.221,57.10.12.70,3389,TCP,C:\Windows\System32\sysdiag.exe,86.68548627,1068,2315,344,1,,
1464,173,bash,0,0,192.168.1.45,204.212.119.152,53,UDP,/usr/bin/bash,3.949841429,86,13,43,0,,
1465,671,mysqld,33,33,192.168.1.42,250.227.115.181,3389,UDP,C:\Windows\System32\Drivers\mysqld,8.21931031,372,64,23,0,,
1466,376,mysqld,1000,1000,192.168.1.200,69.176.209.198,443,UDP,/var/lib/mysqld,4.542339581,417,78,47,0,,
1467,35,java,33,33,192.168.1.32,53.228.123.155,53,UDP,/opt/bin/java,4.907100895,224,88,34,0,,
1468,875,explorer.exe,0,0,192.168.1.224,112.28.57.230,22,UDP,C:\Windows\System32\Drivers\explorer.exe,5.679549468,258,86,12,0,,
1469,11,bash,0,0,192.168.1.41,126.173.232.72,4444,UDP,/bin/bash,3.182497209,493,85,31,0,,
1470,19,svchost.exe,0,0,192.168.1.241,246.158.182.84,22,TCP,C:\Windows\System32\Drivers\svchost.exe,9.351211698,139,44,3,0,,
1471,788,python,1001,1001,192.168.1.255,4.146.173.159,22,UDP,C:\Program Files\python,2.137067753,146,54,39,0,,
1472,590,explorer.exe,1001,1001,192.168.1.9,138.199.197.129,3389,UDP,C:\Program Files (x86)\explorer.exe,8.364232657,305,13,12,0,,
1473,486,update_service.exe,1000,1000,192.168.1.177,14.116.118.215,80,TCP,/etc/init.d/update_service.exe,4.858054369,65,25,26,1,,
1474,480,bash,1000,1000,192.168.1.136,40.209.204.179,53,UDP,/var/lib/bash,8.603311379,409,44,13,0,,
1475,548,bash,33,33,192.168.1.240,24.132.192.79,53,UDP,/opt/bin/bash,9.57883562,257,62,8,0,,
1476,692,node,0,0,192.168.1.3,102.230.85.138,80,TCP,/sbin/node,6.101026651,398,18,15,0,,
1477,1058,svchost.exe,1000,1000,192.168.1.155,4.140.159.1,443,UDP,/var/lib/svchost.exe,5.179081575,137,56,45,0,,
1478,528,firefox,1001,1001,192.168.1.64,99.78.78.71,3389,UDP,/sbin/firefox,5.637816926,426,70,44,0,,
1479,827,explorer.exe,1001,1001,192.168.1.87,228.255.120.36,3389,TCP,/bin/explorer.exe,8.165917272,117,10,0,0,,
1480,1311,java,1000,1000,192.168.1.10,77.99.211.196,22,TCP,/usr/sbin/java,3.202739726,201,93,1,0,,
1481,1189,firefox,1000,1000,192.168.1.248,22.83.39.234,4444,TCP,/var/lib/firefox,2.541155627,207,94,5,0,,
1482,1394,chrome,0,0,192.168.1.73,41.38.188.211,8080,TCP,/var/lib/chrome,6.13253054,77,93,41,0,,
1483,470,svchost.exe,0,0,192.168.1.210,183.30.197.219,53,UDP,/usr/sbin/svchost.exe,6.640571691,160,30,34,0,,
1484,590,hostproc.exe,0,0,192.168.1.22,122.199.156.88,4444,TCP,C:\Windows\Temp\hostproc.exe,1.118627266,24,25,27,1,,
1485,1308,node,1001,1001,192.168.1.89,23.111.230.251,443,TCP,/usr/bin/node,8.384299195,153,81,22,0,,
1486,1314,firefox,33,33,192.168.1.75,224.170.101.154,80,UDP,/bin/firefox,7.192132703,294,34,47,0,,
1487,513,chrome,33,33,192.168.1.111,251.156.101.139,22,TCP,/usr/bin/chrome,1.793618021,167,62,21,0,,
1488,106,bash,0,0,192.168.1.139,137.221.196.79,443,UDP,/usr/sbin/bash,8.204752243,394,31,39,0,,
1489,1288,hostproc.exe,0,0,192.168.1.255,9.29.149.68,22,TCP,/mnt/usb/hostproc.exe,4.310544848,62,17,2,1,,
1490,533,firefox,33,33,192.168.1.198,150.68.55.50,4444,TCP,/usr/bin/firefox,2.80936721,334,80,17,0,,
1491,450,systemd,0,0,192.168.1.145,119.231.147.229,8080,TCP,C:\Program Files (x86)\systemd,3.082934681,373,16,35,0,,
1492,127,firefox,0,0,192.168.1.74,93.237.47.173,53,UDP,C:\Program Files (x86)\firefox,4.620122212,483,100,24,0,,
1493,1008,node,33,33,192.168.1.44,29.71.199.186,443,TCP,/usr/bin/node,3.133806885,63,43,3,0,,
1494,93,explorer.exe,1001,1001,192.168.1.32,183.87.174.230,3389,TCP,/var/lib/explorer.exe,5.130179826,50,25,39,0,,
1495,690,java,0,0,192.168.1.241,182.103.143.18,443,UDP,/var/lib/java,6.024733722,164,47,14,0,,
1496,73,node,1001,1001,192.168.1.117,157.101.172.4,8080,TCP,/sbin/node,8.949565994,472,33,48,0,,
1497,1421,hostproc.exe,1000,1000,192.168.1.70,68.169.251.77,8080,UDP,/var/tmp/hostproc.exe,3.446848615,109,42,19,1,,
1498,168,taskmgr32.exe,1000,1000,192.168.1.217,19.141.255.217,22,TCP,/home/user/.config/taskmgr32.exe,82.11859204,1827,1963,185,1,,
1499,96,firefox,1000,1000,192.168.1.121,251.236.157.55,4444,UDP,/opt/bin/firefox,5.452831708,133,97,15,0,,
1500,730,explorer.exe,1001,1001,192.168.1.202,235.164.146.197,80,UDP,/usr/bin/explorer.exe,7.95856808,141,40,15,0,,
1501,76,firefox,0,0,192.168.1.113,178.255.206.71,443,UDP,/opt/bin/firefox,1.32465089,442,52,48,0,,
1502,833,bash,0,0,192.168.1.133,86.35.12.40,53,TCP,C:\Windows\System32\Drivers\bash,9.411104594,332,17,37,0,,
1503,608,python,1000,1000,192.168.1.83,19.212.211.68,80,TCP,/bin/python,4.426511344,252,52,32,0,,
1504,869,bash,33,33,192.168.1.209,89.52.9.246,8080,TCP,/usr/sbin/bash,4.689726457,481,88,24,0,,
1505,223,svchost.exe,1001,1001,192.168.1.58,62.226.245.153,22,TCP,/bin/svchost.exe,6.304457162,481,58,13,0,,
1506,939,svchost.exe,1000,1000,192.168.1.121,38.129.98.92,22,UDP,C:\Program Files (x86)\svchost.exe,1.770745585,480,79,5,0,,
1507,525,sshd,1001,1001,192.168.1.24,91.208.25.6,53,TCP,/usr/sbin/sshd,2.070274595,118,65,38,0,,
1508,539,hostproc.exe,33,33,192.168.1.205,240.25.43.99,4444,TCP,/usr/lib/hostproc.exe,3.14831714,177,46,6,1,,
1509,594,logmanager.exe,1001,1001,192.168.1.235,78.242.148.99,8080,TCP,/etc/init.d/logmanager.exe,2.952596716,137,36,28,1,,
1510,1434,java,0,0,192.168.1.231,46.232.247.86,4444,TCP,/opt/bin/java,5.403448701,132,25,22,0,,
1511,959,sshd,1000,1000,192.168.1.202,249.171.236.124,4444,UDP,/opt/bin/sshd,1.167231748,85,69,46,0,,
1512,1494,sshd,1001,1001,192.168.1.45,160.79.56.129,3389,TCP,/bin/sshd,6.827687747,186,14,43,0,,
1513,1300,backgroundtask.exe,33,33,192.168.1.183,191.121.66.109,8080,UDP,/home/user/.config/backgroundtask.exe,1.131951351,195,18,16,1,,
1514,614,mysqld,1000,1000,192.168.1.78,189.48.71.151,22,UDP,/var/lib/mysqld,3.98523406,197,92,24,0,,
1515,468,sshd,0,0,192.168.1.99,168.48.64.118,53,UDP,/bin/sshd,9.788531904,438,65,50,0,,
1516,683,bash,33,33,192.168.1.144,59.48.242.94,443,UDP,/sbin/bash,9.102389087,250,18,2,0,,
1517,1046,explorer.exe,1000,1000,192.168.1.186,144.114.233.57,3389,TCP,/bin/explorer.exe,6.646067666,235,95,38,0,,
1518,734,node,0,0,192.168.1.242,197.235.253.173,8080,TCP,C:\Windows\System32\Drivers\node,9.686990645,130,99,17,0,,
1519,771,chrome,1001,1001,192.168.1.226,181.201.206.33,443,TCP,C:\Windows\System32\Drivers\chrome,7.607623667,300,100,19,0,,
1520,18,firefox,0,0,192.168.1.9,244.3.5.16,4444,UDP,/var/lib/firefox,6.092783956,377,68,5,0,,
1521,1164,java,1001,1001,192.168.1.2,168.192.228.36,4444,TCP,C:\Program Files\java,3.957536003,150,34,18,0,,
1522,172,chrome,33,33,192.168.1.72,166.26.3.39,3389,UDP,/usr/sbin/chrome,2.389925423,233,100,9,0,,
1523,68,taskmgr32.exe,1001,1001,192.168.1.119,100.22.122.77,8080,UDP,/home/user/.config/taskmgr32.exe,55.47800078,1836,2592,695,1,,
1524,214,svchost.exe,1001,1001,192.168.1.118,106.127.231.187,22,UDP,/var/lib/svchost.exe,1.307082518,87,68,32,0,,
1525,1161,java,33,33,192.168.1.103,172.198.12.171,80,TCP,/usr/sbin/java,1.181172222,312,39,38,0,,
1526,293,node,1000,1000,192.168.1.100,103.194.121.151,443,UDP,C:\Program Files (x86)\node,7.902331639,311,76,40,0,,
1527,308,sshd,33,33,192.168.1.68,230.30.241.134,53,TCP,/usr/bin/sshd,4.203213617,393,74,36,0,,
1528,1197,mysqld,0,0,192.168.1.231,1.121.104.145,22,TCP,/opt/bin/mysqld,2.359864772,289,16,35,0,,
1529,89,bash,1000,1000,192.168.1.127,212.62.25.253,3389,TCP,C:\Program Files (x86)\bash,6.632666182,431,38,29,0,,
1530,1158,systemd,1001,1001,192.168.1.113,130.112.32.114,80,UDP,/opt/bin/systemd,4.844611034,381,10,33,0,,
1531,1434,firefox,1001,1001,192.168.1.242,85.216.214.187,8080,UDP,/bin/firefox,1.633785338,199,15,50,0,,
1532,434,update_service.exe,0,0,192.168.1.250,83.29.255.246,53,TCP,/etc/init.d/update_service.exe,3.948736734,95,35,29,1,,
1533,1400,java,33,33,192.168.1.17,137.85.179.216,3389,TCP,/var/lib/java,3.884538976,381,47,29,0,,
1534,1103,bash,0,0,192.168.1.215,140.220.136.150,443,UDP,/opt/bin/bash,5.059532227,493,16,20,0,,
1535,1264,java,1000,1000,192.168.1.238,2.79.192.25,22,UDP,/var/lib/java,3.323651318,419,44,30,0,,
1536,409,sshd,0,0,192.168.1.117,92.197.179.224,80,UDP,/var/lib/sshd,8.022633249,325,58,12,0,,
1537,452,mysqld,0,0,192.168.1.166,188.225.83.68,80,UDP,/sbin/mysqld,3.80415195,272,49,20,0,,
1538,1050,explorer.exe,1000,1000,192.168.1.254,117.30.206.30,3389,TCP,C:\Windows\System32\Drivers\explorer.exe,7.016106332,80,66,11,0,,
1539,660,node,33,33,192.168.1.178,43.24.169.97,22,TCP,/bin/node,1.773962265,234,88,40,0,,
1540,968,svchost.exe,33,33,192.168.1.15,166.40.144.62,80,TCP,/opt/bin/svchost.exe,9.404096458,356,27,2,0,,
1541,671,sysdiag.exe,0,0,192.168.1.190,140.68.16.200,4444,UDP,C:\Users\Public\sysdiag.exe,88.63273274,1956,4989,137,1,,
1542,256,chrome,1001,1001,192.168.1.214,189.220.196.227,443,TCP,/usr/sbin/chrome,6.652092498,345,82,2,0,,
1543,1368,explorer.exe,1000,1000,192.168.1.254,122.67.67.190,8080,TCP,C:\Program Files (x86)\explorer.exe,8.420978336,483,79,6,0,,
1544,1467,node,33,33,192.168.1.79,199.229.94.169,80,UDP,/opt/bin/node,2.696423106,217,80,18,0,,
1545,880,svchost.exe,1000,1000,192.168.1.43,117.98.233.245,4444,TCP,/usr/sbin/svchost.exe,4.260703453,485,18,46,0,,
1546,1413,sshd,0,0,192.168.1.118,40.13.122.81,8080,TCP,C:\Program Files\sshd,1.745043916,100,69,43,0,,
1547,370,node,33,33,192.168.1.10,153.2.7.206,53,TCP,/var/lib/node,8.72367212,455,86,22,0,,
1548,489,java,1001,1001,192.168.1.130,228.156.26.23,80,UDP,/sbin/java,3.521428735,224,56,48,0,,
1549,651,sshd,1001,1001,192.168.1.110,112.51.114.34,443,TCP,/sbin/sshd,1.148994823,410,63,49,0,,
1550,747,taskmgr32.exe,33,33,192.168.1.91,99.228.198.104,53,TCP,/dev/shm/taskmgr32.exe,81.77641778,929,2950,378,1,,
1551,770,firefox,33,33,192.168.1.239,24.74.19.8,3389,TCP,/usr/bin/firefox,5.790311137,352,70,41,0,,
1552,774,systemd,1000,1000,192.168.1.143,142.249.241.15,80,TCP,C:\Program Files (x86)\systemd,5.079543549,416,31,9,0,,
1553,769,bash,1001,1001,192.168.1.73,221.157.216.116,22,TCP,/bin/bash,9.986261713,56,83,26,0,,
1554,148,mysqld,0,0,192.168.1.147,133.105.177.26,53,TCP,C:\Windows\System32\Drivers\mysqld,3.926128532,170,77,12,0,,
1555,1446,java,1000,1000,192.168.1.255,104.173.124.124,443,TCP,/bin/java,3.955055821,368,46,34,0,,
1556,749,bash,1001,1001,192.168.1.147,120.73.225.204,4444,TCP,/sbin/bash,5.880126847,274,31,30,0,,
1557,163,bash,1001,1001,192.168.1.193,182.198.217.180,8080,TCP,/var/lib/bash,8.099839686,340,74,14,0,,
1558,97,systemd,1000,1000,192.168.1.33,129.180.97.247,443,TCP,/sbin/systemd,2.787550806,123,64,20,0,,
1559,677,python,0,0,192.168.1.22,218.75.41.220,8080,TCP,C:\Windows\System32\Drivers\python,2.249892934,163,16,35,0,,
1560,1456,node,0,0,192.168.1.34,254.151.238.247,80,TCP,/opt/bin/node,7.510543962,225,34,35,0,,
1561,304,mysqld,33,33,192.168.1.116,6.141.5.161,4444,UDP,C:\Program Files\mysqld,7.867043719,237,64,19,0,,
1562,466,chrome,1000,1000,192.168.1.3,65.96.196.17,443,UDP,C:\Windows\System32\Drivers\chrome,3.6651505,225,48,28,0,,
1563,1202,hostproc.exe,33,33,192.168.1.175,6.101.96.118,4444,TCP,/mnt/usb/hostproc.exe,1.366071551,128,36,14,1,,
1564,1065,mysqld,0,0,192.168.1.38,199.112.132.11,8080,UDP,/opt/bin/mysqld,7.459608204,288,64,38,0,,
1565,136,explorer.exe,1001,1001,192.168.1.162,12.49.108.133,4444,UDP,/usr/sbin/explorer.exe,9.734726845,371,85,4,0,,
1566,582,systemd,1001,1001,192.168.1.92,91.164.174.11,22,UDP,C:\Windows\System32\Drivers\systemd,9.253029812,298,98,18,0,,
1567,260,chrome,1000,1000,192.168.1.200,35.10.102.5,4444,UDP,/bin/chrome,9.494780472,308,59,29,0,,
1568,1025,hostproc.exe,1001,1001,192.168.1.211,147.167.162.247,4444,TCP,/usr/lib/hostproc.exe,4.29840377,25,11,27,1,,
1569,32,logmanager.exe,1000,1000,192.168.1.108,147.54.31.129,3389,UDP,/dev/shm/logmanager.exe,3.416560735,115,29,27,1,,
1570,858,explorer.exe,0,0,192.168.1.76,91.247.151.95,8080,UDP,C:\Windows\System32\Drivers\explorer.exe,6.720228968,183,48,42,0,,
1571,339,node,33,33,192.168.1.186,81.98.202.127,3389,TCP,C:\Program Files (x86)\node,9.416088075,372,55,25,0,,
1572,365,svchost.exe,1000,1000,192.168.1.114,98.75.254.200,22,TCP,/sbin/svchost.exe,1.556865309,267,83,16,0,,
1573,722,node,1001,1001,192.168.1.134,191.77.253.176,22,UDP,C:\Windows\System32\Drivers\node,6.457345016,51,30,32,0,,
1574,517,sshd,0,0,192.168.1.127,191.16.98.191,80,UDP,/sbin/sshd,8.238031548,384,40,50,0,,
1575,454,logmanager.exe,1001,1001,192.168.1.152,212.45.88.143,8080,TCP,/etc/init.d/logmanager.exe,3.607123879,131,42,14,1,,
1576,650,sysdiag.exe,1001,1001,192.168.1.43,116.96.110.173,3389,UDP,/dev/shm/sysdiag.exe,56.54984774,1043,724,729,1,,
1577,675,sysdiag.exe,0,0,192.168.1.179,35.98.58.212,22,TCP,/var/tmp/sysdiag.exe,53.34485261,827,1577,619,1,,
1578,257,node,1000,1000,192.168.1.160,219.78.28.81,80,UDP,/opt/bin/node,7.985788367,234,30,31,0,,
1579,218,mysqld,33,33,192.168.1.67,47.78.223.207,8080,TCP,/sbin/mysqld,7.841579418,248,28,47,0,,
1580,10,python,1000,1000,192.168.1.175,35.168.202.172,22,UDP,/usr/sbin/python,5.217897241,494,81,45,0,,
1581,1267,update_service.exe,0,0,192.168.1.241,161.240.67.41,8080,UDP,/usr/lib/update_service.exe,1.632162803,182,18,23,1,,
1582,45,firefox,33,33,192.168.1.132,217.5.136.48,53,UDP,C:\Program Files (x86)\firefox,5.418529158,313,19,27,0,,
1583,1520,taskmgr32.exe,33,33,192.168.1.185,246.73.90.12,8080,TCP,/etc/init.d/taskmgr32.exe,95.01536058,706,2500,570,1,,
1584,1410,firefox,1000,1000,192.168.1.251,240.30.18.146,80,TCP,C:\Windows\System32\Drivers\firefox,8.609365729,380,26,3,0,,
1585,729,mysqld,0,0,192.168.1.215,200.85.37.156,3389,TCP,/usr/sbin/mysqld,5.748902165,174,69,40,0,,
1586,1487,logmanager.exe,1001,1001,192.168.1.30,175.120.129.212,80,UDP,/home/user/.local/bin/logmanager.exe,2.076049394,44,26,11,1,,
1587,899,systemd,33,33,192.168.1.189,254.219.88.90,3389,UDP,/sbin/systemd,7.71571258,151,21,45,0,,
1588,564,sshd,0,0,192.168.1.206,155.51.130.255,22,TCP,/sbin/sshd,6.72509763,234,43,21,0,,
1589,348,sshd,1000,1000,192.168.1.54,226.127.137.64,4444,TCP,/sbin/sshd,7.859185189,331,95,9,0,,
1590,1317,node,1001,1001,192.168.1.165,48.38.252.230,443,UDP,/var/lib/node,9.183990641,390,85,34,0,,
1591,188,chrome,1001,1001,192.168.1.166,42.157.72.7,8080,TCP,/usr/bin/chrome,7.987986327,105,50,20,0,,
1592,1349,java,33,33,192.168.1.201,233.17.223.83,22,UDP,/sbin/java,9.58674862,460,60,17,0,,
1593,275,python,1001,1001,192.168.1.34,245.119.186.188,443,UDP,C:\Program Files (x86)\python,3.631749747,314,70,27,0,,
1594,1516,backgroundtask.exe,33,33,192.168.1.5,113.73.140.249,22,TCP,C:\Windows\System32\backgroundtask.exe,4.052045004,190,23,5,1,,
1595,1179,python,1001,1001,192.168.1.138,26.38.147.128,8080,TCP,/var/lib/python,9.194540014,302,66,13,0,,
1596,674,mysqld,1000,1000,192.168.1.227,146.54.145.218,80,TCP,C:\Windows\System32\Drivers\mysqld,2.72277345,266,95,47,0,,
1597,1147,mysqld,0,0,192.168.1.185,95.151.99.215,80,TCP,C:\Program Files\mysqld,5.044275421,380,17,38,0,,
1598,112,systemd,33,33,192.168.1.117,4.248.83.18,22,TCP,C:\Program Files\systemd,2.281262364,225,10,10,0,,
1599,1333,mysqld,1000,1000,192.168.1.152,157.164.162.18,8080,TCP,/var/lib/mysqld,3.987273897,454,44,39,0,,
1600,1232,sshd,1000,1000,192.168.1.180,243.88.107.123,53,TCP,C:\Windows\System32\Drivers\sshd,6.905495274,209,43,27,0,,
1601,805,bash,0,0,192.168.1.205,223.162.163.239,80,TCP,/bin/bash,5.053665356,424,63,13,0,,
1602,983,systemd,1000,1000,192.168.1.78,160.49.29.41,22,TCP,/var/lib/systemd,2.438386662,458,90,37,0,,
1603,332,systemd,1000,1000,192.168.1.210,185.37.235.177,4444,TCP,/usr/sbin/systemd,6.361786281,303,44,26,0,,
1604,771,chrome,1001,1001,192.168.1.121,22.108.179.19,3389,UDP,/sbin/chrome,4.766316777,347,48,26,0,,
1605,48,python,1000,1000,192.168.1.49,60.54.8.57,443,UDP,/bin/python,2.469406241,438,43,7,0,,
1606,1241,svch0st.exe,1000,1000,192.168.1.194,90.237.245.214,443,TCP,/home/user/.local/bin/svch0st.exe,87.64706014,920,3338,978,1,,
1607,869,systemd,1000,1000,192.168.1.130,84.97.87.209,22,TCP,/bin/systemd,4.597448978,461,61,19,0,,
1608,1351,sshd,1000,1000,192.168.1.29,217.167.109.137,443,TCP,C:\Program Files\sshd,8.67418627,280,69,37,0,,
1609,97,chrome,1000,1000,192.168.1.251,123.159.49.136,22,UDP,C:\Program Files (x86)\chrome,5.92715043,76,24,4,0,,
1610,1532,services32.exe,1000,1000,192.168.1.194,194.1.76.62,8080,UDP,C:\Users\Public\services32.exe,90.19552765,1557,4038,771,1,,
1611,1305,node,1001,1001,192.168.1.39,239.15.4.101,8080,UDP,/opt/bin/node,1.504431847,334,83,45,0,,
1612,1385,mysqld,33,33,192.168.1.122,13.252.250.125,8080,TCP,/opt/bin/mysqld,3.270213755,412,18,42,0,,
1613,1362,node,1001,1001,192.168.1.96,134.182.76.171,443,UDP,/usr/sbin/node,8.907558747,358,15,33,0,,
1614,582,bash,1000,1000,192.168.1.149,185.248.7.90,53,UDP,/opt/bin/bash,2.283165302,478,99,17,0,,
1615,464,java,33,33,192.168.1.78,33.79.40.212,80,TCP,C:\Windows\System32\Drivers\java,1.863333367,449,27,10,0,,
1616,993,firefox,0,0,192.168.1.231,168.167.28.129,443,UDP,C:\Program Files (x86)\firefox,7.967007138,228,77,26,0,,
1617,64,chrome,0,0,192.168.1.121,225.140.172.81,22,UDP,/usr/bin/chrome,6.731978739,318,100,15,0,,
1618,993,node,1000,1000,192.168.1.152,221.63.77.209,4444,UDP,/bin/node,1.718226675,134,74,47,0,,
1619,566,java,0,0,192.168.1.125,50.143.118.176,3389,UDP,/usr/sbin/java,6.804349995,323,51,40,0,,
1620,130,systemd,1000,1000,192.168.1.123,124.184.208.235,53,UDP,/bin/systemd,4.405865184,135,15,50,0,,
1621,221,mysqld,1000,1000,192.168.1.103,175.61.149.221,53,UDP,/sbin/mysqld,7.219328722,460,92,43,0,,
1622,899,bash,0,0,192.168.1.171,56.83.200.32,3389,TCP,C:\Program Files\bash,8.424568772,401,59,16,0,,
1623,1241,mysqld,1000,1000,192.168.1.207,194.225.226.102,80,UDP,/opt/bin/mysqld,2.811523383,182,25,13,0,,
1624,1387,winupd.exe,0,0,192.168.1.104,102.171.115.219,443,UDP,/home/user/.local/bin/winupd.exe,71.72916603,1665,687,858,1,,
1625,85,sshd,33,33,192.168.1.137,249.40.201.98,8080,TCP,/sbin/sshd,4.868361146,330,98,0,0,,
1626,67,winupd.exe,0,0,192.168.1.221,162.11.184.249,22,TCP,/etc/init.d/winupd.exe,53.87872537,1718,2939,156,1,,
1627,278,chrome,0,0,192.168.1.79,144.159.87.55,443,UDP,/opt/bin/chrome,1.168363628,62,29,23,0,,
1628,698,explorer.exe,0,0,192.168.1.205,191.198.24.3,443,UDP,C:\Program Files (x86)\explorer.exe,7.689298914,311,17,39,0,,
1629,368,node,1001,1001,192.168.1.15,69.248.190.217,4444,TCP,C:\Program Files\node,1.327154339,146,67,28,0,,
1630,936,svchost.exe,33,33,192.168.1.114,250.108.81.110,53,UDP,C:\Windows\System32\Drivers\svchost.exe,5.448381731,468,53,50,0,,
1631,1173,bash,33,33,192.168.1.16,199.248.11.3,80,TCP,C:\Program Files (x86)\bash,3.075034517,262,80,4,0,,
1632,715,chrome,1001,1001,192.168.1.29,95.164.156.93,22,TCP,/usr/sbin/chrome,6.75800935,283,37,36,0,,
1633,143,firefox,1000,1000,192.168.1.82,23.26.74.199,80,UDP,/sbin/firefox,3.720227484,148,100,38,0,,
1634,404,explorer.exe,1001,1001,192.168.1.108,14.17.86.106,443,TCP,C:\Program Files (x86)\explorer.exe,2.434647229,398,59,21,0,,
1635,698,logmanager.exe,0,0,192.168.1.207,189.74.15.154,53,TCP,/tmp/logmanager.exe,4.346398685,21,37,4,1,,
1636,165,driver64.exe,0,0,192.168.1.40,194.131.142.9,80,TCP,/dev/shm/driver64.exe,1.288882884,75,3,7,1,,
1637,861,chrome,1001,1001,192.168.1.106,153.26.83.213,22,UDP,/sbin/chrome,7.329923152,435,18,34,0,,
1638,572,taskmgr32.exe,1001,1001,192.168.1.245,165.9.55.237,443,UDP,C:\Windows\SysWOW64\taskmgr32.exe,96.14137798,1614,824,608,1,,
1639,10,bash,1000,1000,192.168.1.62,235.103.252.120,8080,TCP,C:\Program Files\bash,4.069484199,281,51,23,0,,
1640,550,python,0,0,192.168.1.33,228.40.219.20,22,TCP,/bin/python,1.212361004,400,52,44,0,,
1641,1201,hostproc.exe,33,33,192.168.1.9,58.197.254.225,443,TCP,C:\Users\Public\hostproc.exe,3.201935503,99,32,1,1,,
1642,608,expl0rer.exe,33,33,192.168.1.105,128.182.153.131,4444,TCP,C:\PerfLogs\expl0rer.exe,93.25043784,703,2512,660,1,,
1643,1537,svchost.exe,33,33,192.168.1.89,94.112.149.128,3389,TCP,/usr/sbin/svchost.exe,1.473766273,304,27,26,0,,
1644,1537,mysqld,1000,1000,192.168.1.82,111.199.35.14,53,UDP,/sbin/mysqld,7.446929972,125,37,18,0,,
